# Undirected graph: oregon1_010331.txt
# AS peering information inferred from Oregon route-views BGP data, from March 31 2001
# Nodes: 10670 Edges: 22002
# FromNodeId	ToNodeId
3549	10627        13
3549	10663        13
3549	10673        8
3549	10732        21
3549	10759        22
3549	10860        19
3549	10910        22
3549	10911        15
3549	10913        8
3549	11022        15
3549	11023        16
3549	11042        21
3549	11135        6
3549	11162        11
3549	11192        12
3549	11206        13
3549	11220        23
3549	11325        23
3549	11333        9
3549	11378        20
3549	11388        16
3549	11443        20
3549	11456        10
3549	11480        9
3549	11588        16
3549	11638        23
3549	11656        7
3549	11669        22
3549	11674        17
3549	11680        15
3549	11711        10
3549	11731        19
3549	11767        21
3549	11783        16
3549	11803        9
3549	11841        22
3549	11880        11
3549	11881        22
3549	11899        13
3549	11913        16
3549	11935        18
3549	11992        8
3549	12012        20
3549	12050        15
3549	12077        20
3549	12092        20
3549	12114        23
3549	12117        20
3549	12156        14
3549	12158        13
3549	12220        23
3549	12235        11
3549	12236        8
3549	12731        18
3549	12781        5
3549	12956        22
3549	13003        19
3549	13009        9
3549	13108        18
3549	13129        11
3549	13163        19
3549	13207        5
3549	13219        24
3549	13328        11
3549	13344        16
3549	13345        15
3549	13405        19
3549	13423        16
3549	13468        18
3549	13525        17
3549	13526        6
3549	13543        13
3549	13549        23
3549	13609        15
3549	13627        21
3549	13629        7
3549	13646        16
3549	13703        24
3549	13721        21
3549	13724        18
3549	13734        19
3549	13744        12
3549	13768        8
3549	13853        5
3549	13890        8
3549	13912        9
3549	13955        8
3549	13956        19
3549	13957        23
3549	13982        21
3549	13985        13
3549	14001        11
3549	14051        9
3549	14061        18
3549	14095        20
3549	14167        11
3549	14184        10
3549	14201        11
3549	14203        5
3549	14242        5
3549	14252        7
3549	14281        19
3549	14294        21
3549	14310        12
3549	14320        9
3549	14323        12
3549	14345        21
3549	14349        19
3549	14361        16
3549	14413        6
3549	14446        6
3549	14466        14
3549	14471        24
3549	14494        9
3549	14501        7
3549	14569        12
3549	14592        11
3549	14614        13
3549	14642        17
3549	14671        5
3549	14673        13
3549	14677        20
3549	14719        20
3549	14741        17
3549	14742        21
3549	14744        7
3549	14745        14
3549	14757        6
3549	14785        13
3549	14846        15
3549	14869        6
3549	14895        13
3549	14917        17
3549	14936        5
3549	14963        23
3549	14971        22
3549	14986        15
3549	14991        7
3549	15043        8
3549	15077        24
3549	15079        19
3549	15111        15
3549	15143        23
3549	15169        6
3549	15217        15
3549	15270        8
3549	15285        10
3549	15286        16
3549	15289        24
3549	15300        24
3549	15310        14
3549	15331        7
3549	15347        13
3549	15504        20
3549	15516        5
3549	15664        18
3549	15862        9
3549	15872        9
3549	15878        23
3549	15936        10
3549	16392        9
3549	16395        19
3549	16396        14
3549	16399        19
3549	16405        21
3549	16412        20
3549	16429        8
3549	16455        18
3549	16474        9
3549	16502        12
3549	16508        7
3549	16540        5
3549	16544        7
3549	16561        8
3549	16595        7
3549	16647        5
3549	16676        18
3549	16682        22
3549	16713        21
3549	16734        19
3549	16739        14
3549	16779        20
3549	16808        14
3549	16809        8
3549	16842        6
3549	16869        12
3549	16912        23
3549	16918        17
3549	16922        19
3549	16948        8
3549	16993        23
3549	17034        24
3549	17088        15
3549	17093        12
3549	17143        9
3549	17184        21
3549	17201        18
3549	17239        11
3549	17256        6
3549	17301        19
3549	17311        15
3549	17358        13
3549	17382        9
3549	17388        15
3549	17506        17
3549	18439        9
3549	18447        7
3549	18448        18
3549	18591        23
3549	18614        6
3549	18640        13
3549	18665        19
3549	18692        8
3549	18712        21
3549	18742        24
3549	18754        17
3549	18786        15
3549	18803        12
3549	18809        9
3549	18910        18
3549	18950        13
3549	18992        18
3549	18994        14
3549	18995        13
3549	18996        22
3549	19012        24
3549	19082        17
3549	19087        17
3549	19187        9
3549	19193        14
3549	19202        7
3549	19358        18
3549	19379        21
3549	19381        7
3549	19458        15
3549	19504        23
3549	19535        5
3549	19540        20
3549	19609        9
3549	19642        21
3549	19764        6
3549	19770        10
3549	19897        18
3549	19934        6
10009	17509        18
4694	4704        15
4694	4707        18
4694	4713        19
4694	4720        17
4694	6553        7
4694	7473        10
4694	7501        14
4694	7518        21
4694	7683        8
4694	7811        24
4694	8069        24
4694	9351        16
4694	9353        7
4694	9365        5
4694	9369        14
4694	9370        13
4694	9379        9
4694	9435        8
4694	9593        17
4694	9595        23
4694	9596        9
4694	9609        10
4694	9613        17
4694	9995        18
4694	10009        21
4694	17512        10
4694	17513        21
4694	17514        19
2914	3066        15
2914	3130        22
2914	3257        5
2914	3303        5
2914	3320        12
2914	3356        8
2914	3396        15
2914	3407        21
2914	3428        11
2914	3491        11
2914	3549        19
2914	3561        17
2914	3563        6
2914	3582        13
2914	3634        22
2914	3677        14
2914	3701        8
2914	3727        11
2914	3783        12
2914	3807        23
2914	3838        20
2914	3914        15
2914	3932        24
2914	3933        19
2914	3934        6
2914	3949        5
2914	3967        21
2914	3976        13
2914	4006        16
2914	4133        10
2914	4134        13
2914	4148        17
2914	4183        24
2914	4200        24
2914	4222        20
2914	4436        7
2914	4496        19
2914	4513        12
2914	4540        14
2914	4544        16
2914	4557        15
2914	4565        12
2914	4592        6
2914	4595        10
2914	4645        16
2914	4673        17
2914	4685        16
2914	4691        21
2914	4694        17
2914	4713        23
2914	4766        24
2914	5000        21
2914	5051        11
2914	5089        14
2914	5390        17
2914	5413        12
2914	5459        23
2914	5462        6
2914	5511        9
2914	5604        19
2914	5637        17
2914	5650        13
2914	5669        16
2914	5696        19
2914	5702        19
2914	5707        6
2914	5798        14
2914	6066        16
2914	6076        15
2914	6079        8
2914	6107        19
2914	6108        12
2914	6113        11
2914	6172        5
2914	6199        14
2914	6201        12
2914	6210        7
2914	6234        6
2914	6248        14
2914	6259        8
2914	6261        21
2914	6358        20
2914	6395        21
2914	6402        20
2914	6427        13
2914	6453        22
2914	6461        15
2914	6467        16
2914	6481        20
2914	6493        17
2914	6561        9
2914	6716        11
2914	6939        10
2914	6971        19
2914	6986        15
2914	6993        9
2914	7013        5
2914	7018        12
2914	7019        17
2914	7089        16
2914	7091        9
2914	7106        15
2914	7170        13
2914	7194        9
2914	7235        16
2914	7276        21
2914	7334        21
2914	7346        6
2914	7362        7
2914	7364        12
2914	7462        8
2914	7473        10
2914	7506        8
2914	7515        9
2914	7629        12
2914	7674        13
2914	7766        22
2914	7773        7
2914	7790        22
2914	7853        23
2914	7868        24
2914	7896        5
2914	7911        19
2914	7922        18
2914	7929        24
2914	7960        7
2914	7982        7
2914	8011        14
2914	8028        16
2914	8070        24
2914	8137        6
2914	8138        5
2914	8159        18
2914	8220        19
2914	8582        16
2914	8918        10
2914	8952        12
2914	9156        16
2914	9193        19
2914	9299        10
2914	9318        13
2914	9329        13
2914	9595        16
2914	9874        8
2914	10012        8
2914	10013        13
2914	10217        8
2914	10244        22
2914	10279        13
2914	10297        9
2914	10363        14
2914	10368        16
2914	10487        10
2914	10494        12
2914	10514        12
2914	10627        6
2914	10685        15
2914	10708        10
2914	10714        15
2914	10732        24
2914	10737        22
2914	10763        14
2914	10768        6
2914	10781        9
2914	10836        7
2914	10876        11
2914	10909        12
2914	10910        7
2914	10911        15
2914	10912        14
2914	10913        14
2914	10945        24
2914	10973        6
2914	10979        14
2914	11018        21
2914	11045        12
2914	11062        19
2914	11092        22
2914	11115        15
2914	11160        18
2914	11195        11
2914	11205        8
2914	11233        5
2914	11298        7
2914	11323        10
2914	11325        16
2914	11363        13
2914	11366        5
2914	11388        22
2914	11393        18
2914	11424        21
2914	11440        6
2914	11462        22
2914	11466        17
2914	11471        23
2914	11490        20
2914	11496        12
2914	11509        9
2914	11549        15
2914	11553        15
2914	11561        12
2914	11574        13
2914	11608        5
2914	11610        18
2914	11646        8
2914	11652        22
2914	11655        8
2914	11773        12
2914	11778        11
2914	11787        20
2914	11808        6
2914	11826        13
2914	11837        14
2914	11846        17
2914	11853        15
2914	11854        22
2914	11855        5
2914	11856        16
2914	11874        20
2914	11903        17
2914	11908        14
2914	11916        24
2914	11954        11
2914	11964        11
2914	12003        24
2914	12009        22
2914	12044        24
2914	12050        11
2914	12076        7
2914	12078        18
2914	12096        11
2914	12106        15
2914	12119        11
2914	12178        7
2914	12179        9
2914	12181        17
2914	12182        14
2914	12186        13
2914	12204        18
2914	12225        21
2914	12266        20
2914	12621        5
2914	12909        16
2914	13127        13
2914	13285        15
2914	13333        8
2914	13340        6
2914	13342        9
2914	13369        13
2914	13437        12
2914	13456        10
2914	13462        19
2914	13476        8
2914	13545        23
2914	13548        22
2914	13615        7
2914	13621        10
2914	13626        5
2914	13691        24
2914	13696        14
2914	13734        12
2914	13789        20
2914	13790        10
2914	13791        20
2914	13792        24
2914	13804        5
2914	13826        16
2914	13841        23
2914	13857        18
2914	13868        10
2914	13884        14
2914	13902        11
2914	13945        24
2914	13962        24
2914	14059        22
2914	14086        21
2914	14088        16
2914	14110        12
2914	14148        13
2914	14163        10
2914	14167        19
2914	14206        24
2914	14262        24
2914	14263        10
2914	14327        17
2914	14402        18
2914	14424        19
2914	14507        18
2914	14585        16
2914	14609        17
2914	14623        11
2914	14668        14
2914	14715        8
2914	14717        10
2914	14718        19
2914	14729        13
2914	14742        18
2914	14743        17
2914	14745        14
2914	14796        23
2914	14829        12
2914	14847        12
2914	14896        17
2914	14903        8
2914	15043        17
2914	15069        21
2914	15117        16
2914	15164        13
2914	15270        24
2914	15273        12
2914	15299        6
2914	15302        8
2914	15676        9
2914	16402        14
2914	16489        16
2914	16497        16
2914	16577        11
2914	16619        13
2914	16633        21
2914	16714        22
2914	16715        12
2914	16738        15
2914	16745        14
2914	16754        13
2914	16821        12
2914	16902        23
2914	16915        7
2914	16916        7
2914	17001        15
2914	17017        5
2914	17075        11
2914	17159        5
2914	17192        17
2914	17243        9
2914	17378        16
2914	17407        21
2914	17508        20
2914	18459        12
2914	18463        24
2914	18477        15
2914	18517        9
2914	18555        7
2914	18630        17
2914	18692        7
2914	18711        6
2914	18756        16
2914	18776        24
2914	18820        15
2914	18853        18
2914	18879        22
2914	18888        16
2914	18906        14
2914	18947        13
2914	18973        20
2914	18989        12
2914	18990        9
2914	18999        15
2914	19063        18
2914	19084        11
2914	19102        7
2914	19105        17
2914	19257        22
2914	19261        23
2914	19284        14
2914	19289        15
2914	19353        18
2914	19359        20
2914	19467        13
2914	19525        9
2914	19606        11
2914	19641        12
2914	19722        12
2914	19798        6
2914	19816        6
9225	9229        19
9225	9269        9
9225	9444        24
9225	9584        21
9225	9610        13
9225	9666        17
9225	9800        9
9225	9826        12
9225	10012        14
9225	10033        15
9225	10228        8
9225	17506        17
2497	2498        15
2497	2500        16
2497	2509        13
2497	2510        13
2497	2513        9
2497	2514        21
2497	2515        15
2497	2516        8
2497	2518        7
2497	2519        13
2497	2521        14
2497	2523        12
2497	2526        24
2497	2527        22
2497	2548        24
2497	2551        5
2497	2685        16
2497	2687        16
2497	2828        17
2497	2907        16
2497	2914        24
2497	2915        12
2497	3257        5
2497	3320        22
2497	3356        17
2497	3549        19
2497	3561        7
2497	3563        16
2497	3932        15
2497	3967        10
2497	4000        14
2497	4183        9
2497	4197        8
2497	4436        18
2497	4459        24
2497	4513        24
2497	4527        5
2497	4544        22
2497	4565        11
2497	4673        15
2497	4677        19
2497	4678        23
2497	4680        15
2497	4682        13
2497	4688        18
2497	4689        17
2497	4691        23
2497	4692        5
2497	4694        21
2497	4702        16
2497	4704        19
2497	4713        12
2497	4716        8
2497	4725        8
2497	4774        24
2497	4777        8
2497	5000        16
2497	5462        9
2497	5696        23
2497	6066        8
2497	6123        24
2497	6395        6
2497	6427        13
2497	6461        7
2497	6553        5
2497	6667        24
2497	6841        23
2497	6939        15
2497	7500        16
2497	7501        11
2497	7516        24
2497	7518        24
2497	7519        21
2497	7521        5
2497	7522        24
2497	7531        11
2497	7664        8
2497	7668        9
2497	7670        8
2497	7671        16
2497	7672        16
2497	7676        16
2497	7679        21
2497	7682        5
2497	7685        5
2497	7811        6
2497	7960        12
2497	9156        8
2497	9222        19
2497	9225        24
2497	9357        5
2497	9365        10
2497	9370        5
2497	9371        18
2497	9380        7
2497	9619        20
2497	9621        21
2497	9622        16
2497	9671        21
2497	9824        19
2497	9993        12
2497	10020        21
2497	11388        9
2497	12076        21
2497	17512        11
2516	2518        5
2516	2519        8
2516	2526        24
2516	2527        22
2516	2548        16
2516	2828        12
2516	2914        24
2516	3257        12
2516	3356        13
2516	3462        23
2516	3549        18
2516	3786        8
2516	4134        19
2516	4459        5
2516	4673        17
2516	4675        17
2516	4678        23
2516	4680        20
2516	4693        8
2516	4702        21
2516	4703        16
2516	4704        9
2516	4725        6
2516	4732        5
2516	4758        18
2516	4761        9
2516	4777        7
2516	4795        18
2516	4799        9
2516	6395        24
2516	6453        8
2516	6461        13
2516	6667        13
2516	6894        18
2516	7306        22
2516	7473        17
2516	7479        5
2516	7500        17
2516	7501        20
2516	7514        9
2516	7518        19
2516	7522        14
2516	7524        8
2516	7527        15
2516	7643        12
2516	7667        7
2516	7676        13
2516	7678        17
2516	7679        18
2516	7682        11
2516	7687        21
2516	8069        23
2516	8920        18
2516	9225        12
2516	9369        14
2516	9497        7
2516	9596        18
2516	9597        5
2516	9600        6
2516	9609        22
2516	9824        12
2516	10021        10
2516	10362        15
2516	17444        22
4648	6461        17
4648	7657        11
4648	9245        17
4648	9303        12
4648	9325        22
4648	9345        11
4648	9432        11
4648	9503        18
4648	9872        23
4648	9889        14
4648	9941        18
4648	10022        17
4648	17459        13
4768	9338        15
4768	9431        18
4768	9433        5
4768	9436        12
4768	9470        19
4768	9495        11
4768	9503        11
4768	9511        20
4768	9727        10
4768	9731        8
4768	9790        13
4768	10022        8
9837	10023        23
4657	6461        20
4657	7473        13
4657	7658        10
4657	9292        14
4657	9335        15
4657	9419        20
4657	9719        8
4657	9874        18
4657	10024        8
4657	10120        17
4657	17548        8
4657	17617        11
7473	7543        13
7473	7586        14
7473	7592        23
7473	7607        11
7473	7643        13
7473	7652        6
7473	7719        15
7473	9057        16
7473	9288        6
7473	9340        19
7473	9429        12
7473	9498        11
7473	9534        20
7473	9553        9
7473	9583        14
7473	9656        15
7473	9729        18
7473	9740        9
7473	9745        7
7473	9794        13
7473	9873        23
7473	9892        15
7473	9905        23
7473	9911        13
7473	9919        10
7473	9930        22
7473	9989        18
7473	10024        9
7473	10029        8
7473	10084        5
7473	10091        24
7473	10101        18
7473	10113        14
7473	10121        16
7473	10199        7
7473	10230        17
7473	10236        24
7473	10530        24
7473	17409        15
7473	17448        14
7473	17462        7
7473	17465        7
7473	17486        21
7473	17547        6
7473	17549        6
7473	17658        17
8244	10024        6
4637	4641        9
4637	4644        10
4637	4645        18
4637	4655        20
4637	4656        9
4637	4747        15
4637	4748        9
4637	4760        18
4637	4799        9
4637	5085        11
4637	5384        16
4637	5459        8
4637	6427        15
4637	6667        17
4637	7483        13
4637	7484        24
4637	7499        7
4637	7540        10
4637	7578        22
4637	7642        12
4637	7643        9
4637	7646        8
4637	7705        15
4637	7713        19
4637	9221        8
4637	9229        5
4637	9230        9
4637	9236        15
4637	9241        14
4637	9269        12
4637	9420        18
4637	9440        10
4637	9474        13
4637	9502        19
4637	9504        15
4637	9552        8
4637	9581        15
4637	9584        5
4637	9590        22
4637	9653        15
4637	9658        20
4637	9666        18
4637	9726        20
4637	9729        19
4637	9739        18
4637	9740        12
4637	9799        13
4637	9808        14
4637	9823        20
4637	9826        21
4637	9874        6
4637	9878        13
4637	9891        6
4637	9899        19
4637	9925        5
4637	10025        15
4637	10027        20
4637	10080        17
4637	10100        19
4637	10146        5
4637	11536        17
4637	17458        10
4637	17475        18
4637	17537        5
4637	17564        19
4637	17624        12
4651	4750        17
4651	4765        15
4651	4774        9
4651	5727        10
4651	6453        22
4651	7470        17
4651	7487        7
4651	7568        18
4651	7613        11
4651	7616        15
4651	7636        24
4651	7654        13
4651	7715        15
4651	9315        10
4651	9834        9
4651	9931        24
4651	10025        23
1221	1833        20
1221	2170        24
1221	2516        17
1221	2687        24
1221	2764        6
1221	2823        11
1221	2914        7
1221	3462        9
1221	3561        22
1221	3607        14
1221	3786        10
1221	4134        11
1221	4436        21
1221	4513        10
1221	4608        14
1221	4637        5
1221	4736        13
1221	4739        13
1221	4740        23
1221	4742        14
1221	4744        13
1221	4752        7
1221	4761        6
1221	4763        5
1221	4766        24
1221	4786        9
1221	4788        15
1221	4860        10
1221	5696        8
1221	5727        15
1221	6427        21
1221	6453        16
1221	6461        15
1221	6553        6
1221	6939        16
1221	6992        18
1221	7175        9
1221	7473        16
1221	7474        9
1221	7486        24
1221	7496        9
1221	7543        11
1221	7545        10
1221	7556        14
1221	7566        9
1221	7567        19
1221	7604        14
1221	7605        9
1221	7632        16
1221	7643        9
1221	7657        13
1221	7718        14
1221	7719        14
1221	7720        14
1221	9249        24
1221	9262        5
1221	9278        21
1221	9300        11
1221	9313        10
1221	9328        24
1221	9412        5
1221	9426        13
1221	9429        15
1221	9443        17
1221	9451        21
1221	9463        12
1221	9465        18
1221	9481        13
1221	9505        9
1221	9509        11
1221	9540        20
1221	9547        16
1221	9555        6
1221	9558        11
1221	9567        23
1221	9624        22
1221	9650        15
1221	9652        21
1221	9667        8
1221	9717        15
1221	9734        11
1221	9746        13
1221	9748        9
1221	9792        15
1221	9797        16
1221	9901        8
1221	9913        18
1221	9942        9
1221	9983        24
1221	10026        14
1221	10113        20
1221	10115        9
1221	10123        11
1221	10129        8
1221	10134        23
1221	10145        19
1221	10221        15
1221	10235        13
1221	10627        6
1221	11388        17
1221	16779        24
1221	17204        17
1221	17434        13
1221	17484        5
1221	17499        23
1221	17562        8
1221	17631        24
1221	65000        24
1221	65529        24
1221	65530        14
703	705        17
703	724        19
703	1298        16
703	1668        11
703	2497        21
703	2647        19
703	2706        11
703	3108        14
703	3363        16
703	3569        9
703	3573        22
703	4158        19
703	4528        13
703	4611        22
703	4614        17
703	4616        23
703	4627        17
703	4628        7
703	4631        21
703	4677        24
703	4716        5
703	4724        11
703	4739        10
703	4740        8
703	4758        22
703	4768        23
703	4801        19
703	4807        15
703	4854        20
703	6448        22
703	6553        13
703	7046        24
703	7131        18
703	7468        20
703	7469        17
703	7492        16
703	7496        20
703	7498        7
703	7501        16
703	7529        6
703	7540        24
703	7586        6
703	7589        9
703	7607        24
703	7617        16
703	7637        10
703	7646        21
703	7650        6
703	7657        6
703	7679        21
703	7683        23
703	7713        6
703	7722        22
703	9223        15
703	9229        23
703	9237        6
703	9254        14
703	9256        13
703	9282        18
703	9304        24
703	9332        19
703	9366        15
703	9434        20
703	9438        16
703	9440        17
703	9461        7
703	9468        21
703	9502        15
703	9513        12
703	9550        14
703	9584        9
703	9589        19
703	9656        15
703	9660        17
703	9666        22
703	9672        19
703	9729        15
703	9732        9
703	9740        21
703	9798        7
703	9799        10
703	9826        13
703	9827        23
703	9837        21
703	9839        11
703	9881        16
703	9890        9
703	9891        5
703	9899        23
703	9908        18
703	9914        22
703	9989        9
703	10026        20
703	10031        17
703	10032        19
703	10074        7
703	10082        20
703	10084        13
703	10091        14
703	10098        21
703	10100        23
703	10113        14
703	10121        23
703	17411        14
703	17445        20
703	17455        24
703	17456        24
703	17537        10
703	17565        18
703	17669        12
703	17706        20
703	18676        18
703	18882        14
703	19569        9
9256	10026        12
9584	9793        8
9584	9800        16
9584	9939        9
9584	10026        12
9584	17541        16
4618	4651        12
4618	4767        8
4618	4774        23
4618	6453        12
4618	9551        23
4618	9715        24
4618	9835        6
4618	10028        5
4755	4758        18
4755	6453        9
4755	6762        9
4755	9238        17
4755	9498        8
4755	9583        23
4755	9796        20
4755	9825        21
4755	9829        11
4755	9830        20
4755	9910        15
4755	10029        5
4755	10077        14
4755	10106        22
4755	10125        8
4755	10199        13
4755	17426        15
4755	17439        20
4755	17447        24
4755	17453        21
4755	17471        17
4755	17488        14
4755	17632        16
6453	6461        19
6453	6539        14
6453	6639        22
6453	6648        13
6453	6660        23
6453	6661        11
6453	6697        12
6453	6715        14
6453	6731        9
6453	6762        23
6453	6813        21
6453	6846        5
6453	6863        10
6453	6877        15
6453	6945        21
6453	6971        17
6453	7001        8
6453	7004        16
6453	7018        5
6453	7148        11
6453	7199        5
6453	7271        11
6453	7303        15
6453	7456        17
6453	7473        9
6453	7491        19
6453	7565        16
6453	7568        15
6453	7590        9
6453	7633        13
6453	7788        11
6453	7908        5
6453	7928        23
6453	7960        11
6453	8002        16
6453	8007        10
6453	8070        9
6453	8160        14
6453	8272        16
6453	8297        19
6453	8342        24
6453	8346        22
6453	8359        12
6453	8376        17
6453	8447        21
6453	8452        24
6453	8470        8
6453	8529        21
6453	8551        7
6453	8584        16
6453	8657        10
6453	8668        10
6453	8781        14
6453	8866        7
6453	8895        11
6453	8926        12
6453	8934        10
6453	8966        13
6453	9050        24
6453	9116        20
6453	9121        8
6453	9229        10
6453	9237        24
6453	9238        13
6453	9299        24
6453	9304        6
6453	9329        24
6453	9430        13
6453	9457        12
6453	9471        9
6453	9474        19
6453	9494        14
6453	9505        20
6453	9534        11
6453	9557        20
6453	9583        21
6453	9881        12
6453	9924        6
6453	9927        15
6453	9934        24
6453	10029        8
6453	10032        8
6453	10131        15
6453	10207        7
6453	10226        7
6453	10307        21
6453	10354        7
6453	10569        8
6453	10586        21
6453	10627        17
6453	10678        17
6453	10687        7
6453	11081        23
6453	11139        18
6453	11259        14
6453	11290        23
6453	11313        24
6453	11341        14
6453	11342        11
6453	11653        21
6453	11816        19
6453	11889        7
6453	11960        17
6453	12023        7
6453	12059        21
6453	12066        15
6453	12076        10
6453	12127        12
6453	12188        22
6453	12252        22
6453	12297        6
6453	12376        24
6453	12524        23
6453	12632        12
6453	12690        24
6453	12713        20
6453	12880        20
6453	12883        23
6453	12956        15
6453	12969        16
6453	13000        17
6453	13489        20
6453	13511        23
6453	13537        12
6453	13591        10
6453	13878        21
6453	14014        18
6453	14080        6
6453	14166        19
6453	14178        12
6453	14361        20
6453	14420        11
6453	14453        19
6453	14479        13
6453	14537        5
6453	14651        13
6453	14920        14
6453	14988        9
6453	15146        18
6453	15471        9
6453	15475        16
6453	15577        16
6453	15605        19
6453	15634        23
6453	15676        16
6453	15825        21
6453	16130        14
6453	16506        7
6453	16802        8
6453	16844        9
6453	16941        20
6453	17108        24
6453	17154        24
6453	17250        6
6453	17397        6
6453	17444        21
6453	17466        16
6453	18563        17
6453	18622        9
6453	18650        14
6453	19086        24
6453	19961        14
701	702        9
701	703        15
701	704        7
701	705        22
701	714        7
701	715        23
701	813        8
701	814        23
701	815        16
701	816        12
701	817        10
701	818        14
701	852        23
701	1239        10
701	1280        14
701	1294        9
701	1295        23
701	1341        16
701	1663        16
701	1668        12
701	1673        11
701	1678        23
701	1680        20
701	1682        17
701	1691        10
701	1692        6
701	1698        22
701	1740        20
701	1744        12
701	1755        16
701	1757        5
701	1759        8
701	1760        16
701	1763        20
701	1767        6
701	1784        7
701	1833        7
701	1874        8
701	1975        19
701	1982        18
701	2003        21
701	2011        5
701	2019        20
701	2033        16
701	2041        10
701	2052        5
701	2140        7
701	2150        24
701	2154        12
701	2163        19
701	2165        22
701	2173        6
701	2276        10
701	2277        21
701	2379        9
701	2497        9
701	2516        16
701	2532        9
701	2534        7
701	2548        16
701	2551        10
701	2562        13
701	2576        22
701	2578        23
701	2647        12
701	2685        13
701	2712        21
701	2749        6
701	2752        13
701	2824        15
701	2825        18
701	2828        5
701	2853        21
701	2856        22
701	2899        19
701	2901        24
701	2905        24
701	2914        6
701	2928        11
701	2941        11
701	3079        23
701	3080        8
701	3087        23
701	3089        13
701	3104        10
701	3113        9
701	3126        21
701	3257        10
701	3300        17
701	3356        7
701	3360        12
701	3364        10
701	3378        21
701	3407        22
701	3448        6
701	3491        21
701	3493        14
701	3495        8
701	3502        7
701	3505        12
701	3549        23
701	3554        16
701	3557        7
701	3561        16
701	3563        9
701	3569        15
701	3573        9
701	3578        16
701	3585        9
701	3591        9
701	3593        14
701	3602        11
701	3605        12
701	3614        23
701	3621        19
701	3625        22
701	3655        12
701	3670        21
701	3672        8
701	3680        17
701	3701        21
701	3703        17
701	3707        17
701	3737        17
701	3741        7
701	3742        13
701	3751        5
701	3768        5
701	3769        16
701	3789        8
701	3801        18
701	3803        9
701	3811        24
701	3812        15
701	3816        24
701	3820        8
701	3831        23
701	3840        14
701	3850        18
701	3855        10
701	3901        22
701	3914        21
701	3932        22
701	3950        20
701	3955        13
701	3957        18
701	3967        20
