# Undirected graph: oregon1_010331.txt
# AS peering information inferred from Oregon route-views BGP data, from March 31 2001
# Nodes: 10670 Edges: 22002
# FromNodeId	ToNodeId
3549	18665        18
3549	18692        9
3549	18712        19
3549	18742        23
3549	18754        7
3549	18786        16
3549	18803        18
3549	18809        17
3549	18910        13
3549	18950        16
3549	18992        18
3549	18994        20
3549	18995        9
3549	18996        5
3549	19012        17
3549	19082        18
3549	19087        17
3549	19187        7
3549	19193        16
3549	19202        9
3549	19358        8
3549	19379        23
3549	19381        23
3549	19458        15
3549	19504        18
3549	19535        10
3549	19540        9
3549	19609        6
3549	19642        15
3549	19764        8
3549	19770        6
3549	19897        13
3549	19934        23
10009	17509        7
4694	4704        19
4694	4707        23
4694	4713        24
4694	4720        5
4694	6553        20
4694	7473        23
4694	7501        22
4694	7518        17
4694	7683        9
4694	7811        12
4694	8069        9
4694	9351        18
4694	9353        14
4694	9365        18
4694	9369        5
4694	9370        13
4694	9379        12
4694	9435        14
4694	9593        20
4694	9595        6
4694	9596        13
4694	9609        11
4694	9613        12
4694	9995        12
4694	10009        20
4694	17512        10
4694	17513        10
4694	17514        24
2914	3066        11
2914	3130        21
2914	3257        16
2914	3303        17
2914	3320        11
2914	3356        13
2914	3396        23
2914	3407        20
2914	3428        14
2914	3491        18
2914	3549        16
2914	3561        24
2914	3563        24
2914	3582        14
2914	3634        21
2914	3677        12
2914	3701        7
2914	3727        19
2914	3783        16
2914	3807        13
2914	3838        13
2914	3914        13
2914	3932        5
2914	3933        19
2914	3934        14
2914	3949        10
2914	3967        14
2914	3976        7
2914	4006        13
2914	4133        15
2914	4134        8
2914	4148        12
2914	4183        5
2914	4200        16
2914	4222        13
2914	4436        17
2914	4496        14
2914	4513        19
2914	4540        12
2914	4544        8
2914	4557        16
2914	4565        14
2914	4592        24
2914	4595        22
2914	4645        21
2914	4673        14
2914	4685        24
2914	4691        9
2914	4694        21
2914	4713        11
2914	4766        16
2914	5000        9
2914	5051        8
2914	5089        8
2914	5390        22
2914	5413        22
2914	5459        8
2914	5462        10
2914	5511        12
2914	5604        7
2914	5637        6
2914	5650        16
2914	5669        8
2914	5696        15
2914	5702        22
2914	5707        13
2914	5798        6
2914	6066        12
2914	6076        24
2914	6079        20
2914	6107        18
2914	6108        14
2914	6113        18
2914	6172        13
2914	6199        23
2914	6201        14
2914	6210        8
2914	6234        9
2914	6248        12
2914	6259        17
2914	6261        22
2914	6358        13
2914	6395        15
2914	6402        20
2914	6427        21
2914	6453        10
2914	6461        14
2914	6467        21
2914	6481        18
2914	6493        10
2914	6561        24
2914	6716        5
2914	6939        24
2914	6971        16
2914	6986        15
2914	6993        12
2914	7013        20
2914	7018        11
2914	7019        9
2914	7089        21
2914	7091        12
2914	7106        17
2914	7170        7
2914	7194        14
2914	7235        10
2914	7276        20
2914	7334        18
2914	7346        18
2914	7362        12
2914	7364        21
2914	7462        15
2914	7473        7
2914	7506        13
2914	7515        19
2914	7629        22
2914	7674        21
2914	7766        23
2914	7773        14
2914	7790        7
2914	7853        24
2914	7868        21
2914	7896        14
2914	7911        7
2914	7922        6
2914	7929        7
2914	7960        15
2914	7982        6
2914	8011        18
2914	8028        17
2914	8070        22
2914	8137        7
2914	8138        13
2914	8159        15
2914	8220        20
2914	8582        23
2914	8918        6
2914	8952        10
2914	9156        21
2914	9193        13
2914	9299        11
2914	9318        17
2914	9329        11
2914	9595        23
2914	9874        19
2914	10012        7
2914	10013        7
2914	10217        16
2914	10244        12
2914	10279        18
2914	10297        18
2914	10363        7
2914	10368        19
2914	10487        23
2914	10494        15
2914	10514        21
2914	10627        16
2914	10685        24
2914	10708        19
2914	10714        11
2914	10732        19
2914	10737        5
2914	10763        9
2914	10768        17
2914	10781        7
2914	10836        9
2914	10876        22
2914	10909        9
2914	10910        5
2914	10911        16
2914	10912        6
2914	10913        14
2914	10945        18
2914	10973        21
2914	10979        20
2914	11018        8
2914	11045        12
2914	11062        5
2914	11092        22
2914	11115        12
2914	11160        11
2914	11195        9
2914	11205        7
2914	11233        8
2914	11298        11
2914	11323        9
2914	11325        8
2914	11363        23
2914	11366        16
2914	11388        5
2914	11393        20
2914	11424        10
2914	11440        19
2914	11462        9
2914	11466        14
2914	11471        21
2914	11490        9
2914	11496        11
2914	11509        10
2914	11549        12
2914	11553        19
2914	11561        5
2914	11574        14
2914	11608        24
2914	11610        10
2914	11646        23
2914	11652        8
2914	11655        14
2914	11773        13
2914	11778        19
2914	11787        9
2914	11808        22
2914	11826        23
2914	11837        21
2914	11846        5
2914	11853        8
2914	11854        23
2914	11855        9
2914	11856        17
2914	11874        16
2914	11903        14
2914	11908        24
2914	11916        9
2914	11954        15
2914	11964        23
2914	12003        7
2914	12009        20
2914	12044        14
2914	12050        23
2914	12076        18
2914	12078        6
2914	12096        5
2914	12106        22
2914	12119        20
2914	12178        18
2914	12179        5
2914	12181        9
2914	12182        11
2914	12186        5
2914	12204        20
2914	12225        15
2914	12266        16
2914	12621        18
2914	12909        8
2914	13127        5
2914	13285        16
2914	13333        11
2914	13340        8
2914	13342        10
2914	13369        21
2914	13437        22
2914	13456        10
2914	13462        17
2914	13476        5
2914	13545        18
2914	13548        19
2914	13615        19
2914	13621        6
2914	13626        7
2914	13691        18
2914	13696        18
2914	13734        8
2914	13789        11
2914	13790        6
2914	13791        8
2914	13792        13
2914	13804        9
2914	13826        12
2914	13841        23
2914	13857        6
2914	13868        13
2914	13884        14
2914	13902        10
2914	13945        14
2914	13962        18
2914	14059        16
2914	14086        24
2914	14088        24
2914	14110        11
2914	14148        5
2914	14163        21
2914	14167        22
2914	14206        23
2914	14262        10
2914	14263        10
2914	14327        9
2914	14402        22
2914	14424        19
2914	14507        13
2914	14585        8
2914	14609        13
2914	14623        5
2914	14668        20
2914	14715        11
2914	14717        19
2914	14718        24
2914	14729        19
2914	14742        16
2914	14743        10
2914	14745        9
2914	14796        6
2914	14829        5
2914	14847        19
2914	14896        21
2914	14903        14
2914	15043        21
2914	15069        12
2914	15117        22
2914	15164        12
2914	15270        9
2914	15273        13
2914	15299        13
2914	15302        15
2914	15676        12
2914	16402        19
2914	16489        11
2914	16497        17
2914	16577        5
2914	16619        8
2914	16633        6
2914	16714        11
2914	16715        8
2914	16738        12
2914	16745        15
2914	16754        11
2914	16821        16
2914	16902        17
2914	16915        19
2914	16916        11
2914	17001        15
2914	17017        16
2914	17075        5
2914	17159        13
2914	17192        9
2914	17243        17
2914	17378        24
2914	17407        16
2914	17508        8
2914	18459        11
2914	18463        17
2914	18477        19
2914	18517        14
2914	18555        19
2914	18630        16
2914	18692        10
2914	18711        13
2914	18756        17
2914	18776        22
2914	18820        9
2914	18853        7
2914	18879        19
2914	18888        6
2914	18906        8
2914	18947        19
2914	18973        12
2914	18989        14
2914	18990        13
2914	18999        9
2914	19063        15
2914	19084        16
2914	19102        23
2914	19105        17
2914	19257        12
2914	19261        20
2914	19284        18
2914	19289        18
2914	19353        18
2914	19359        6
2914	19467        6
2914	19525        19
2914	19606        24
2914	19641        8
2914	19722        20
2914	19798        9
2914	19816        15
9225	9229        16
9225	9269        8
9225	9444        13
9225	9584        14
9225	9610        16
9225	9666        22
9225	9800        10
9225	9826        16
9225	10012        19
9225	10033        7
9225	10228        17
9225	17506        23
2497	2498        23
2497	2500        17
2497	2509        20
2497	2510        12
2497	2513        17
2497	2514        17
2497	2515        6
2497	2516        21
2497	2518        12
2497	2519        20
2497	2521        15
2497	2523        15
2497	2526        5
2497	2527        21
2497	2548        7
2497	2551        5
2497	2685        10
2497	2687        7
2497	2828        18
2497	2907        13
2497	2914        18
2497	2915        22
2497	3257        12
2497	3320        10
2497	3356        16
2497	3549        13
2497	3561        22
2497	3563        20
2497	3932        18
2497	3967        18
2497	4000        18
2497	4183        17
2497	4197        10
2497	4436        6
2497	4459        16
2497	4513        22
2497	4527        15
2497	4544        24
2497	4565        17
2497	4673        11
2497	4677        17
2497	4678        18
2497	4680        19
2497	4682        23
2497	4688        12
2497	4689        7
2497	4691        18
2497	4692        6
2497	4694        12
2497	4702        5
2497	4704        10
2497	4713        17
2497	4716        20
2497	4725        12
2497	4774        20
2497	4777        5
2497	5000        20
2497	5462        14
2497	5696        21
2497	6066        17
2497	6123        22
2497	6395        22
2497	6427        16
2497	6461        15
2497	6553        6
2497	6667        21
2497	6841        6
2497	6939        8
2497	7500        13
2497	7501        23
2497	7516        14
2497	7518        8
2497	7519        15
2497	7521        14
2497	7522        17
2497	7531        11
2497	7664        16
2497	7668        14
2497	7670        13
2497	7671        8
2497	7672        21
2497	7676        22
2497	7679        11
2497	7682        10
2497	7685        12
2497	7811        5
2497	7960        24
2497	9156        9
2497	9222        10
2497	9225        10
2497	9357        24
2497	9365        19
2497	9370        8
2497	9371        10
2497	9380        7
2497	9619        13
2497	9621        10
2497	9622        14
2497	9671        20
2497	9824        16
2497	9993        17
2497	10020        16
2497	11388        17
2497	12076        14
2497	17512        8
2516	2518        7
2516	2519        10
2516	2526        15
2516	2527        21
2516	2548        6
2516	2828        19
2516	2914        15
2516	3257        23
2516	3356        19
2516	3462        7
2516	3549        23
2516	3786        17
2516	4134        18
2516	4459        11
2516	4673        12
2516	4675        6
2516	4678        6
2516	4680        14
2516	4693        9
2516	4702        22
2516	4703        16
2516	4704        12
2516	4725        6
2516	4732        19
2516	4758        19
2516	4761        23
2516	4777        20
2516	4795        14
2516	4799        11
2516	6395        15
2516	6453        7
2516	6461        6
2516	6667        15
2516	6894        13
2516	7306        21
2516	7473        18
2516	7479        17
2516	7500        5
2516	7501        7
2516	7514        23
2516	7518        12
2516	7522        10
2516	7524        16
2516	7527        7
2516	7643        21
2516	7667        20
2516	7676        14
2516	7678        8
2516	7679        15
2516	7682        6
2516	7687        11
2516	8069        21
2516	8920        17
2516	9225        13
2516	9369        24
2516	9497        9
2516	9596        20
2516	9597        12
2516	9600        24
2516	9609        7
2516	9824        21
2516	10021        13
2516	10362        9
2516	17444        19
4648	6461        21
4648	7657        20
4648	9245        20
4648	9303        8
4648	9325        23
4648	9345        24
4648	9432        5
4648	9503        22
4648	9872        22
4648	9889        7
4648	9941        6
4648	10022        12
4648	17459        16
4768	9338        8
4768	9431        9
4768	9433        6
4768	9436        22
4768	9470        20
4768	9495        6
4768	9503        17
4768	9511        24
4768	9727        8
4768	9731        19
4768	9790        10
4768	10022        7
9837	10023        12
4657	6461        10
4657	7473        7
4657	7658        13
4657	9292        8
4657	9335        13
4657	9419        15
4657	9719        22
4657	9874        23
4657	10024        7
4657	10120        22
4657	17548        15
4657	17617        21
7473	7543        20
7473	7586        20
7473	7592        14
7473	7607        18
7473	7643        14
7473	7652        16
7473	7719        9
7473	9057        7
7473	9288        11
7473	9340        22
7473	9429        8
7473	9498        17
7473	9534        13
7473	9553        14
7473	9583        19
7473	9656        15
7473	9729        8
7473	9740        18
7473	9745        8
7473	9794        20
7473	9873        23
7473	9892        7
7473	9905        23
7473	9911        5
7473	9919        18
7473	9930        5
7473	9989        5
7473	10024        17
7473	10029        16
7473	10084        8
7473	10091        16
7473	10101        15
7473	10113        11
7473	10121        13
7473	10199        10
7473	10230        5
7473	10236        8
7473	10530        5
7473	17409        20
7473	17448        13
7473	17462        18
7473	17465        8
7473	17486        23
7473	17547        14
7473	17549        23
7473	17658        24
8244	10024        22
4637	4641        14
4637	4644        10
4637	4645        11
4637	4655        9
4637	4656        15
4637	4747        11
4637	4748        14
4637	4760        22
4637	4799        8
4637	5085        15
4637	5384        13
4637	5459        19
4637	6427        8
4637	6667        16
4637	7483        24
4637	7484        12
4637	7499        16
4637	7540        18
4637	7578        19
4637	7642        12
4637	7643        18
4637	7646        19
4637	7705        21
4637	7713        21
4637	9221        15
4637	9229        16
4637	9230        9
4637	9236        17
4637	9241        7
4637	9269        23
4637	9420        6
4637	9440        19
4637	9474        16
4637	9502        16
4637	9504        10
4637	9552        5
4637	9581        19
4637	9584        22
4637	9590        16
4637	9653        23
4637	9658        15
4637	9666        23
4637	9726        19
4637	9729        20
4637	9739        20
4637	9740        8
4637	9799        10
4637	9808        13
4637	9823        14
4637	9826        18
4637	9874        7
4637	9878        8
4637	9891        18
4637	9899        9
4637	9925        14
4637	10025        5
4637	10027        6
4637	10080        21
4637	10100        8
4637	10146        13
4637	11536        18
4637	17458        16
4637	17475        17
4637	17537        17
4637	17564        19
4637	17624        16
4651	4750        6
4651	4765        21
4651	4774        18
4651	5727        23
4651	6453        23
4651	7470        11
4651	7487        16
4651	7568        17
4651	7613        17
4651	7616        21
4651	7636        11
4651	7654        24
4651	7715        22
4651	9315        18
4651	9834        24
4651	9931        11
4651	10025        24
1221	1833        11
1221	2170        22
1221	2516        8
1221	2687        5
1221	2764        10
1221	2823        24
1221	2914        23
1221	3462        12
1221	3561        24
1221	3607        23
1221	3786        12
1221	4134        21
1221	4436        12
1221	4513        11
1221	4608        24
1221	4637        5
1221	4736        23
1221	4739        10
1221	4740        22
1221	4742        5
1221	4744        14
1221	4752        10
1221	4761        17
1221	4763        6
1221	4766        22
1221	4786        11
1221	4788        18
1221	4860        12
1221	5696        9
1221	5727        7
1221	6427        11
1221	6453        21
1221	6461        17
1221	6553        11
1221	6939        14
1221	6992        10
1221	7175        22
1221	7473        6
1221	7474        24
1221	7486        19
1221	7496        16
1221	7543        19
1221	7545        11
1221	7556        18
1221	7566        11
1221	7567        19
1221	7604        14
1221	7605        8
1221	7632        20
1221	7643        16
1221	7657        20
1221	7718        10
1221	7719        5
1221	7720        15
1221	9249        22
1221	9262        7
1221	9278        11
1221	9300        8
1221	9313        18
1221	9328        24
1221	9412        18
1221	9426        23
1221	9429        13
1221	9443        8
1221	9451        15
1221	9463        14
1221	9465        17
1221	9481        10
1221	9505        9
1221	9509        9
1221	9540        22
1221	9547        23
1221	9555        13
1221	9558        13
1221	9567        14
1221	9624        8
1221	9650        15
1221	9652        12
1221	9667        17
1221	9717        8
1221	9734        13
1221	9746        8
1221	9748        10
1221	9792        11
1221	9797        10
1221	9901        12
1221	9913        24
1221	9942        15
1221	9983        21
1221	10026        9
1221	10113        23
1221	10115        12
1221	10123        17
1221	10129        9
1221	10134        21
1221	10145        8
1221	10221        7
1221	10235        8
1221	10627        14
1221	11388        20
1221	16779        10
1221	17204        18
1221	17434        22
1221	17484        11
1221	17499        5
1221	17562        7
1221	17631        7
1221	65000        5
1221	65529        22
1221	65530        20
703	705        18
703	724        16
703	1298        18
703	1668        20
703	2497        20
703	2647        24
703	2706        21
703	3108        5
703	3363        5
703	3569        13
703	3573        13
703	4158        5
703	4528        10
703	4611        17
703	4614        16
703	4616        15
703	4627        16
703	4628        15
703	4631        14
703	4677        22
703	4716        12
703	4724        19
703	4739        7
703	4740        13
703	4758        9
703	4768        19
703	4801        7
703	4807        21
703	4854        21
703	6448        8
703	6553        12
703	7046        6
703	7131        6
703	7468        16
703	7469        6
703	7492        24
703	7496        18
703	7498        23
703	7501        22
703	7529        9
703	7540        16
703	7586        12
703	7589        18
703	7607        5
703	7617        19
703	7637        5
703	7646        18
703	7650        19
703	7657        16
703	7679        7
703	7683        19
703	7713        5
703	7722        5
703	9223        14
703	9229        15
703	9237        11
703	9254        20
703	9256        20
703	9282        8
703	9304        16
703	9332        8
703	9366        11
703	9434        12
703	9438        23
703	9440        9
703	9461        15
703	9468        9
703	9502        11
703	9513        16
703	9550        11
703	9584        15
703	9589        15
703	9656        8
703	9660        22
703	9666        21
703	9672        21
703	9729        17
703	9732        13
703	9740        8
703	9798        10
703	9799        22
703	9826        6
703	9827        8
703	9837        7
703	9839        10
703	9881        11
703	9890        20
703	9891        18
703	9899        18
703	9908        8
703	9914        15
703	9989        19
703	10026        11
703	10031        23
703	10032        11
703	10074        9
703	10082        7
703	10084        14
703	10091        24
703	10098        20
703	10100        13
703	10113        22
703	10121        9
703	17411        5
703	17445        8
703	17455        17
703	17456        7
703	17537        7
703	17565        18
703	17669        11
703	17706        23
703	18676        21
703	18882        17
703	19569        12
9256	10026        8
9584	9793        14
9584	9800        19
9584	9939        20
9584	10026        10
9584	17541        22
4618	4651        7
4618	4767        23
4618	4774        8
4618	6453        15
4618	9551        21
4618	9715        13
4618	9835        22
4618	10028        20
4755	4758        10
4755	6453        23
4755	6762        11
4755	9238        12
4755	9498        15
4755	9583        11
4755	9796        7
4755	9825        22
4755	9829        23
4755	9830        15
4755	9910        21
4755	10029        24
4755	10077        6
4755	10106        23
4755	10125        19
4755	10199        12
4755	17426        11
4755	17439        15
4755	17447        6
4755	17453        22
4755	17471        12
4755	17488        14
4755	17632        12
6453	6461        10
6453	6539        17
6453	6639        21
6453	6648        10
6453	6660        13
6453	6661        24
6453	6697        5
6453	6715        19
6453	6731        22
6453	6762        23
6453	6813        13
6453	6846        23
6453	6863        24
6453	6877        20
6453	6945        19
6453	6971        6
6453	7001        24
6453	7004        6
6453	7018        6
6453	7148        19
6453	7199        21
6453	7271        12
6453	7303        6
6453	7456        17
6453	7473        6
6453	7491        8
6453	7565        15
6453	7568        12
6453	7590        21
6453	7633        18
6453	7788        21
6453	7908        18
6453	7928        7
6453	7960        22
6453	8002        21
6453	8007        20
6453	8070        10
6453	8160        16
6453	8272        22
6453	8297        13
6453	8342        6
6453	8346        10
6453	8359        7
6453	8376        15
6453	8447        20
6453	8452        11
6453	8470        18
6453	8529        22
6453	8551        19
6453	8584        15
6453	8657        11
6453	8668        22
6453	8781        16
6453	8866        19
6453	8895        11
6453	8926        15
6453	8934        14
6453	8966        16
6453	9050        23
6453	9116        16
6453	9121        23
6453	9229        13
6453	9237        6
6453	9238        18
6453	9299        12
6453	9304        20
6453	9329        15
6453	9430        7
6453	9457        20
6453	9471        8
6453	9474        10
6453	9494        24
6453	9505        20
6453	9534        17
6453	9557        19
6453	9583        15
6453	9881        14
6453	9924        14
6453	9927        23
6453	9934        15
6453	10029        6
6453	10032        9
6453	10131        5
6453	10207        23
6453	10226        12
6453	10307        22
6453	10354        22
6453	10569        21
6453	10586        23
6453	10627        9
6453	10678        7
6453	10687        24
6453	11081        24
6453	11139        20
6453	11259        8
6453	11290        7
6453	11313        10
6453	11341        9
6453	11342        12
6453	11653        10
6453	11816        11
6453	11889        19
6453	11960        24
6453	12023        24
6453	12059        9
6453	12066        14
6453	12076        20
6453	12127        23
6453	12188        8
6453	12252        20
6453	12297        12
6453	12376        23
6453	12524        14
6453	12632        12
6453	12690        16
6453	12713        12
6453	12880        13
6453	12883        6
6453	12956        10
6453	12969        18
6453	13000        11
6453	13489        24
6453	13511        9
6453	13537        13
6453	13591        18
6453	13878        18
6453	14014        5
6453	14080        8
6453	14166        9
6453	14178        24
6453	14361        23
6453	14420        14
6453	14453        8
6453	14479        17
6453	14537        18
6453	14651        24
6453	14920        5
6453	14988        22
6453	15146        14
6453	15471        5
6453	15475        9
6453	15577        11
6453	15605        21
6453	15634        19
6453	15676        19
6453	15825        19
6453	16130        13
6453	16506        19
6453	16802        6
6453	16844        15
6453	16941        5
6453	17108        17
6453	17154        5
6453	17250        8
6453	17397        20
6453	17444        6
6453	17466        16
6453	18563        11
6453	18622        9
6453	18650        15
6453	19086        22
6453	19961        12
701	702        20
701	703        21
701	704        11
701	705        16
701	714        20
701	715        20
701	813        10
701	814        18
701	815        12
701	816        24
701	817        14
701	818        12
701	852        9
701	1239        12
701	1280        13
701	1294        22
701	1295        22
701	1341        17
701	1663        22
701	1668        16
701	1673        13
701	1678        12
701	1680        16
701	1682        24
701	1691        22
701	1692        11
701	1698        24
701	1740        19
701	1744        10
701	1755        13
701	1757        20
701	1759        18
701	1760        21
701	1763        18
701	1767        16
701	1784        22
701	1833        21
701	1874        21
701	1975        12
701	1982        20
701	2003        6
701	2011        11
701	2019        19
701	2033        17
701	2041        15
701	2052        11
701	2140        11
701	2150        5
701	2154        10
701	2163        9
701	2165        21
701	2173        16
701	2276        13
701	2277        8
701	2379        11
701	2497        17
701	2516        7
701	2532        19
701	2534        17
701	2548        5
701	2551        12
701	2562        23
701	2576        12
701	2578        17
701	2647        6
701	2685        19
701	2712        11
701	2749        19
701	2752        9
701	2824        22
701	2825        6
701	2828        7
701	2853        23
701	2856        17
701	2899        18
701	2901        15
701	2905        14
701	2914        12
701	2928        5
701	2941        14
701	3079        12
701	3080        20
701	3087        19
701	3089        16
701	3104        24
701	3113        12
701	3126        21
701	3257        18
701	3300        6
701	3356        7
701	3360        15
701	3364        7
701	3378        7
701	3407        24
701	3448        7
701	3491        5
701	3493        11
701	3495        19
701	3502        15
701	3505        17
701	3549        20
701	3554        11
701	3557        13
701	3561        8
701	3563        8
701	3569        22
701	3573        20
701	3578        13
701	3585        23
701	3591        17
701	3593        17
701	3602        13
701	3605        16
701	3614        13
701	3621        7
701	3625        24
701	3655        13
701	3670        20
701	3672        11
701	3680        18
701	3701        12
701	3703        15
701	3707        17
701	3737        11
701	3741        7
701	3742        9
701	3751        11
701	3768        19
701	3769        5
701	3789        20
701	3801        19
701	3803        9
701	3811        10
701	3812        11
701	3816        14
701	3820        23
701	3831        17
701	3840        20
701	3850        5
701	3855        6
701	3901        8
701	3914        10
701	3932        9
701	3950        20
701	3955        7
701	3957        18
701	3967        5
